,timestamp,tweet_text,followers_count,scaled_followers_count,neg,neu,pos,compound
1754,2020-09-25 13:49:00,What to happen in #StockMarket  today? #American stocks $MSFT $SPX $COST $GC #Prediction at ',789,0.00011831776432510962,0.0,1.0,0.0,0.0
1755,2020-09-25 13:49:00,Short again\xf0\x9f\x91\x80 Market closes below SPY 320 today is conceivable.  $AAPL $MSFT $NVDA $AMZN $SPY ',19,2.849223728995036e-06,0.0,1.0,0.0,0.0
1759,2020-09-25 13:48:00,"Today's Market Heatmap - September 25  $AAPL +0.52% $AMZN +0.72% $NVAX +5.70% $GOOG +0.14% $COST -1.71% $FB -0.05% $HOG -0.70% $BA +1.35% $SNY -1.11% $NVDA +0.96% $MSFT +0.65% $VOD -1.19% $WMT -0.02% $TSLA +2.55% $MTN -1.17% $SMBK -1.15% """,1732,0.00025972923676944215,0.0,1.0,0.0,0.0
1758,2020-09-25 13:48:00,"$spy $spx $compq $ndx $qqq $indu $iwm $aapl $amzn $twtr $fb $msft $nflx #Futures $crm $penn $nvda $googl $spxu $googl $shop $spot $snow $fcx $penn  $spx currently an inside day ""long way to 4pm"" wink wink    Will it remain an inside day until 8 pm?'",216,3.239117502436461e-05,0.0,1.0,0.0,0.0
1757,2020-09-25 13:48:00,$spy $spx $compq $ndx $qqq $indu $iwm $aapl $amzn $twtr $fb $msft $nflx #Futures $crm $penn $nvda $googl $spxu $googl $shop $spot $snow $fcx $penn  $spx ',216,3.239117502436461e-05,0.0,1.0,0.0,0.0
1756,2020-09-25 13:48:00,  $MSFT teams will gobble up $ZM quickly. My son\xe2\x80\x99s 4th grade class has already switched to teams only. Teams comes with 365.',12,1.7995097235758118e-06,0.0,1.0,0.0,0.0
1760,2020-09-25 13:47:00,Gains of over 2400% and over 18% returns   $eton $ba $nclh $cost $nclh $rcl $czr $tatt $flr $ccl $ccl $cbat $uvxy $xlf $mro $zom $hyg $gdx $iau $tqqq $ual $sds $adxs $nclh $qid $ewz $oas $fcx $et $coty $t $msft $srne $xle $iwm $bb $sndl $dal $c $wfc $bbby ',56,8.397712043353788e-06,0.0,0.9520000000000001,0.048,0.3400028552220947
1762,2020-09-25 13:46:00,$MSFT .MSFT201002C207.5 at 2.52 stop at 2.1 - [Alert posted on Discord]',196,2.9391992151738262e-05,0.18,0.82,0.0,-0.2960087000296769
1761,2020-09-25 13:46:00,Join with our free discord chat room   $SPY $TSLA $AAPL $AMZN $MSFT $AMD $NVDA $NIO $FB $WMT $CRM $WKHS $GM $NKLA $SNOW ',336,5.0386272260122726e-05,0.099,0.6990000000000001,0.20199999999999999,0.4215212378137576
1763,2020-09-25 13:45:00,Closed wonderful puts on $CLF and $FXI.  Entering $F 7 puts for 10/16. Roughly 3M that is now making money for the whale.   $QQQ $IWM $NKLA $TWTR $ORCL $MSFT $RTY $SPX $NQ $AAPL $NFLX $T $GOOG $BRK $FB $NVDA $SLV $GLD $GDX $XLF $WFC $BAC $JPM $GE $F $NIO $TSLA ',79,1.1846772346874095e-05,0.0,0.9279999999999999,0.07200000000000001,0.5719067751691052
1764,2020-09-25 13:44:00,"$CSCO Waiting for $37.10s $DIS right at 100MA, bounce? $EBAY liking the $55/50 Bull Vertical Put $FB Holding at 100MA $AAPL Have the $110/$105 Bull Vertical Put 10/2 $MSFT Have the $205/200 Bull Vertical Put 10/16 $ZUO 11% since alert, PT $15'",432,6.478235004872922e-05,0.0,0.8909999999999999,0.109,0.5994388305406193
1766,2020-09-25 13:44:00,Stocks on Key Support and Level to Watch:  $AMD - 73.89 $AAPL - 109 (lost) $AMZN - 2975 $AVGO - 348 $GDX - 37.65 $GOOG - 1426 $MSFT - 201.28 $TSM - 76',559,8.382716128990657e-05,0.0,0.899,0.10099999999999999,0.4019336901361224
1765,2020-09-25 13:44:00,Active large caps Thurs. #TSLA $AAPL $AMZN $NVDA $ZM $MSFT $AMD $FB $BA $PTON $ROKU $SQ $GOOGL $GOOG $NKE $NFLX $JPM $BABA $SHOP $EXAS $NIO $COST $SUNW $WMT $C $PENN $DKNG $ADBE $BAC $V $NKLA $TWTR $PYPL $MA $CSCO $CVX $INTC $PDD $DOCU $GS $WKHS $ACN  Plus check out LOOP (Nasdaq)  ',1972,0.0002957194312409584,0.0,0.9490000000000001,0.051,0.4020188496394157
